product_id,product_name,product_description,product_thumbnail,brand,standard_price,dimension,created_at,modified_at
279,Voltas 1.5 Ton 4 Star Inverter Split AC (Copper 184V SZS White),"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",https://m.media-amazon.com/images/I/61c+FKcFJUL._AC_UL320_.jpg,Voltas,449,93.5 x 17.74 x 70.69,2017-11-29 09:45:39,2018-04-13 17:09:18
280,"O-general 2 Ton 5 Star Inverter Split AC (Copper Condenser, ASGG24CGTB-B, White)","In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",https://m.media-amazon.com/images/I/61lTN0lYAgL._AC_UL320_.jpg,O-general,379,38.0 x 21.5 x 71.76,2021-02-07 15:54:16,2021-06-22 23:17:55
281,Ogeneral ASGA18BMWA 1.5 Ton 3 Star Fixed Speed Split Air Conditioner ASGA18BMWA (White),"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",https://m.media-amazon.com/images/I/51WVG4lb7rL._AC_UL320_.jpg,Ogeneral,626,12.4 x 21.81 x 11.74,2020-04-16 03:27:32,2020-08-29 10:51:11
282,"Samsung 1 Ton 3 Star Fixed Speed Split AC (Copper, AR12RG3BAWK, 2022 Model, White)",Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,https://m.media-amazon.com/images/I/619H-udsZyL._AC_UL320_.jpg,Samsung,494,58.5 x 37.88 x 55.84,2022-05-13 17:47:45,2022-09-26 01:11:24
283,"Godrej 1 Ton 5 Star Inverter Split AC (Copper, Anti Bacterial Filter, 2020 Model, GIC 12HTC5-WTA Split 5S, White)","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",https://m.media-amazon.com/images/I/51RkULSb-RL._AC_UL320_.jpg,Godrej,604,179.2 x 96.33 x 69.45,2019-09-13 09:31:16,2020-01-26 16:54:55
284,"Voltas Adjustable Inverter AC, 1.5 Ton, 3 star-183V CAZAZ",In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,https://m.media-amazon.com/images/I/217ej8OLkFL._AC_UL320_.jpg,Voltas,699,58.5 x 66.09 x 82.59,2018-04-14 20:48:25,2018-08-28 04:12:04
285,"Godrej 1 Ton 3 Star Inverter Split AC (GIC 12TTC3-WVA, White)",Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,https://m.media-amazon.com/images/I/41rnZbv7vBL._AC_UL320_.jpg,Godrej,121,143.6 x 8.24 x 74.14,2016-04-11 11:29:27,2016-08-24 18:53:06
286,"Mitsubishi Heavy Duty 2.2 Ton 3 Star Non Inverter Split AC (SRK25CSS, White)","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",https://m.media-amazon.com/images/I/21bQMJlkv5L._AC_UL320_.jpg,Mitsubishi,632,135.6 x 48.71 x 67.97,2021-06-13 18:49:34,2021-10-27 02:13:13
287,"TOSHIBA 1 Ton 3 Star Split AC (Copper, RAS-13J2KG-IN/RAS-13J2AG-IN, White)","Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",https://m.media-amazon.com/images/I/61w75R+gZOL._AC_UL320_.jpg,TOSHIBA,681,154.0 x 85.65 x 1.45,2019-04-28 08:02:10,2019-09-10 15:25:49
288,Voltas 2 Ton 4 Star Inverter Split Copper Condenser Air Conditioner(VOLTAS SPLIT AC 244V EAZS - White),"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",https://m.media-amazon.com/images/I/317MrGHeUhL._AC_UL320_.jpg,Voltas,672,95.9 x 54.63 x 19.17,2016-11-27 02:04:54,2017-04-11 09:28:33
289,"Midea 1.5 Ton 5 Star Inverter Split AC (Copper, MAI18SR5R30F0, Santis Pro Ryl Inverter AC R32, White)","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",https://m.media-amazon.com/images/I/618qQPoDUmL._AC_UL320_.jpg,Midea,146,74.0 x 80.96 x 64.28,2021-07-05 00:01:05,2021-11-17 07:24:44
290,"Daikin 1.5 Ton Inverter Split Ac 3 Star (Copper, FTKL/RKL-50TV16V, White)","Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",https://m.media-amazon.com/images/I/51u1R9NZ+GL._AC_UL320_.jpg,Daikin,381,170.7 x 95.62 x 80.79,2022-05-27 22:10:54,2022-10-10 05:34:33
291,"Panasonic 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect - White (CS/CU-LU18YKY, Copper Condenser)",Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,https://m.media-amazon.com/images/I/31GPSHzjNsL._AC_UL320_.jpg,Panasonic,387,87.2 x 26.36 x 87.27,2017-11-27 12:36:23,2018-04-11 20:00:02
292,"Haier Frost Clean Inverter Split AC with 5 in 1 easy Convertible (1.6 Ton, 5 Star Rating, White), HSU19E-TXB5B(INV)","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",https://m.media-amazon.com/images/I/41kvt2PHHGL._AC_UL320_.jpg,Haier,141,29.0 x 54.33 x 64.03,2018-11-12 22:30:07,2019-03-28 05:53:46
293,"Samsung 1 Ton 3 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filte...",Sed ante. Vivamus tortor. Duis mattis egestas metus.,https://m.media-amazon.com/images/I/81SdBFF-guL._AC_UL320_.jpg,Samsung,430,74.9 x 36.37 x 38.64,2020-07-03 15:26:11,2020-11-15 22:49:50
294,"Kelvinator 1.5 Ton 3 Star Split AC (KAS-Y18310B, White)","Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",https://m.media-amazon.com/images/I/31IGi3v94+L._AC_UL320_.jpg,Kelvinator,126,136.1 x 64.41 x 2.88,2021-04-22 23:37:58,2021-09-05 07:01:37
295,Hitachi 1 Ton 3 Star Window AC (RAW312KWD Kaze Plus White),Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,https://m.media-amazon.com/images/I/81GaY0WLieL._AC_UL320_.jpg,Hitachi,205,99.0 x 58.03 x 97.18,2020-08-29 23:12:30,2021-01-12 06:36:09
296,"Carrier Estrella Nx 18K 5 Star Window AC with Energy Saver Mode, 1.5T Estrella NX (5S), 2021 Model, White","Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",https://m.media-amazon.com/images/I/81iQsYHbhRL._AC_UL320_.jpg,Carrier,485,34.4 x 66.8 x 29.7,2022-11-23 05:48:44,2023-04-07 13:12:23
297,Voltas 1 Ph Rot. SAC C2-N Venture I-Cassette AC (2 Ton White),"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",https://m.media-amazon.com/images/I/31uXFF2wVNL._AC_UL320_.jpg,Voltas,229,140.5 x 35.21 x 96.29,2021-09-12 12:21:31,2022-01-25 19:45:10
298,"Lloyd 1.5 Ton 5 Star Split Inverter AC - White (GLS18I5FWCBP, Copper Condenser)","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",https://m.media-amazon.com/images/I/51azLwgAKCL._AC_UL320_.jpg,Lloyd,606,200.0 x 48.55 x 97.96,2022-10-23 17:02:34,2023-03-08 00:26:13
299,"Voltas 2 Ton 3 Star Auto Restart Split AC (Copper, 2020 243 CZZ, White)","Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",https://m.media-amazon.com/images/I/412bzj+ZQzL._AC_UL320_.jpg,Voltas,631,169.7 x 33.22 x 7.99,2020-08-09 08:48:07,2020-12-22 16:11:46
300,"LG 1 Ton 3 Star Inverter Split AC (JS-Q12ATXD, White)",Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,https://m.media-amazon.com/images/I/71XBihAcCXL._AC_UL320_.jpg,LG,251,164.6 x 31.25 x 60.12,2021-03-12 11:47:09,2021-07-25 19:10:48
301,"Haier Frost Clean Inverter Split AC (2 Ton, 3 Star Rating, White), HSU22E-TXS3B(INV)",Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,https://m.media-amazon.com/images/I/41eRBv7JOWL._AC_UL320_.jpg,Haier,324,133.5 x 76.85 x 43.75,2022-07-09 01:46:09,2022-11-21 09:09:48
302,Hitachi Split Ac - 1.5 Ton Hitachi Zunoh 3100F - R32 - RSOG318HFDO (White),"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",https://m.media-amazon.com/images/I/31bWXFCEP8L._AC_UL320_.jpg,Hitachi,162,143.8 x 37.25 x 61.26,2020-04-13 13:41:56,2020-08-26 21:05:35
303,Carrier 1.5 Ton 3 Star Inverter Split AC (Copper CAI18EK3R30F0 ESKO NEO-i INVERTER R32 White),"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",https://m.media-amazon.com/images/I/51zMt2XRIgL._AC_UL320_.jpg,Carrier,54,142.9 x 8.64 x 59.67,2019-06-07 15:13:16,2019-10-20 22:36:55
304,"Haier Frost Clean Inverter Split AC with 5 in 1 easy convertible (1.5 Ton, 4 Star Rating, White), HSU18K-PYG4B(INV)","Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",https://m.media-amazon.com/images/I/41npXCdB2VL._AC_UL320_.jpg,Haier,526,42.3 x 74.53 x 90.44,2016-07-07 05:38:22,2016-11-19 13:02:01
305,"LG 1.5 Ton 3 Star Convertible, Dust Filter, Dehumidifier, Auto Clean Split System AC (Copper, Inverter, Convertible, 2021,...","Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",https://m.media-amazon.com/images/I/61TP9Py7t3L._AC_UL320_.jpg,LG,249,75.0 x 51.81 x 18.81,2020-05-12 04:12:38,2020-09-24 11:36:17
306,"Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White CS/CU-TU18YKY-1, Copper Condenser)","Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",https://m.media-amazon.com/images/I/41OHftjsXrL._AC_UL320_.jpg,Panasonic,217,169.3 x 90.0 x 61.23,2019-03-25 20:09:25,2019-08-08 03:33:04
307,"Daikin RKM60TV16UC / FTKM60TV16UC 1.8 Ton Inverter 5 Star Split Air Conditioner, White","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",https://m.media-amazon.com/images/I/21CxgqgQSKL._AC_UL320_.jpg,Daikin,63,127.6 x 69.63 x 49.6,2018-11-29 03:47:21,2019-04-13 11:11:00
308,Carrier 2 Ton 3 Star Inverter Split AC (Copper CAI24EK3R30F0 ESKO NEO-i INVERTER R32 White),"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",https://m.media-amazon.com/images/I/51phrTKkbdL._AC_UL320_.jpg,Carrier,629,122.8 x 29.21 x 2.17,2021-03-30 07:53:07,2021-08-12 15:16:46
309,"LG 1.5 Ton 5 Star Inverter Split AC (Copper, LS-Q18KNZA, White)","Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",https://m.media-amazon.com/images/I/61Dq-mCshzL._AC_UL320_.jpg,LG,375,60.9 x 61.38 x 24.34,2016-11-18 23:42:12,2017-04-03 07:05:51
310,Voltas Split Inverter AC Floral 1.5 Ton 4 Star (SAC 184V SZS-Floral),Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,https://m.media-amazon.com/images/I/61AdrTr9C8L._AC_UL320_.jpg,Voltas,548,17.9 x 51.92 x 58.06,2016-05-30 12:53:27,2016-10-12 20:17:06
311,DotOne - 15V.1-3S01- BEE 3 Star Rating 1.5 TON Inverter Split Air Conditioner,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",https://m.media-amazon.com/images/I/51v5Yi0ctkL._AC_UL320_.jpg,DotOne,641,140.6 x 7.84 x 35.96,2021-06-22 20:50:01,2021-11-05 04:13:40
312,"LG 1.5 Ton 5 Star with UV Nano Inverter Split AC (Copper, Convertible 5-in-1 Cooling, HD Filter with Anti Virus protectio...","Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",https://m.media-amazon.com/images/I/51lyOjfKhML._AC_UL320_.jpg,LG,197,67.1 x 50.63 x 74.81,2020-12-17 19:29:19,2021-05-02 02:52:58
313,"HITACHI 1 Ton 3 Star Split AC (RAFG312HEDO, White)","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",https://m.media-amazon.com/images/I/51+RATeP5tL._AC_UL320_.jpg,HITACHI,316,67.4 x 30.16 x 86.0,2019-03-02 15:59:57,2019-07-15 23:23:36
314,"Haier 1.0 Ton 3 Star Inverter AC(Intelli Convertible 7-in-1, Triple Inverter+ Technology, 2023, HSU13K-PYS3BE1-INV, White)","Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",https://m.media-amazon.com/images/I/51cMhk5hAiL._AC_UL320_.jpg,Haier,495,198.9 x 79.52 x 47.89,2022-03-20 04:24:29,2022-08-02 11:48:08
315,"Godrej 2 Ton 3 Star Inverter Split AC (Copper, Anti Bacterial Filter, 2019 Model, AC 2T GIC 24LTC3-WSA Split 3S, White)","Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",https://m.media-amazon.com/images/I/51lxUO7oieS._AC_UL320_.jpg,Godrej,196,18.2 x 56.46 x 88.32,2022-05-04 18:45:23,2022-09-17 02:09:02
316,Voltas 1 Ton 3 Star 123V CAZR Adjustable Inverter Split Air Conditioner with High Ambient Cooling (2022 Model),"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",https://m.media-amazon.com/images/I/41pYKFwSqlL._AC_UL320_.jpg,Voltas,326,99.1 x 51.06 x 72.03,2017-12-25 12:22:55,2018-05-09 19:46:34
317,Daikin 1 Ton 5 Star Inverter Split AC (Copper FTKM35TV White),"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",https://m.media-amazon.com/images/I/5172vslzT+L._AC_UL320_.jpg,Daikin,141,61.1 x 13.97 x 55.74,2020-03-28 12:35:56,2020-08-10 19:59:35
318,Voltas 1.5 Ton 3 Star Inverter Split AC (Copper 183VH SZS White),"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",https://m.media-amazon.com/images/I/61gw13iN1nL._AC_UL320_.jpg,Voltas,307,83.1 x 67.27 x 40.67,2017-09-28 05:01:02,2018-02-10 12:24:41
319,SPLIT AC - 1.0TR HITACHI KIYORA 5100X INVERTER - R32 - RAPG512HFEO,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",https://m.media-amazon.com/images/I/41AY1pk5oRL._AC_UL320_.jpg,SPLIT,676,75.8 x 82.45 x 9.4,2017-10-16 09:50:24,2018-02-28 17:14:03
320,"Vestar 1.5 Ton 3 Star Window AC White (Copper Condenser, VAWKT183AMT)","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",https://m.media-amazon.com/images/I/41pFNfGtfeL._AC_UL320_.jpg,Vestar,177,21.2 x 84.94 x 95.81,2018-05-18 05:16:08,2018-09-30 12:39:47
321,"Voltas 1 Ton 3 Star Inverter Split AC (Copper, 2022 Model, 123V ADQ (R32), White)","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",https://m.media-amazon.com/images/I/41JVvOMxBBL._AC_UL320_.jpg,Voltas,385,181.0 x 27.31 x 48.87,2018-06-15 14:44:13,2018-10-28 22:07:52
322,"Voltas Split Air Conditioner SAC 184V DAZJ, White","Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",https://m.media-amazon.com/images/I/41nkhawrx3L._AC_UL320_.jpg,Voltas,386,107.5 x 20.83 x 6.75,2018-02-14 02:12:46,2018-06-29 09:36:25
323,"Daikin 1.5 Ton 3 Star Inverter Split Ac (FTKL50,Red)","Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",https://m.media-amazon.com/images/I/21ISAVEipWL._AC_UL320_.jpg,Daikin,272,52.4 x 58.44 x 93.11,2019-01-14 20:03:32,2019-05-30 03:27:11
324,Hitachi 1.5 Ton 5 Star Window AC (RAW518KUD New Kaze Plus White),"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",https://m.media-amazon.com/images/I/814PeethJHL._AC_UL320_.jpg,Hitachi,56,73.7 x 69.99 x 12.74,2021-12-15 09:09:40,2022-04-29 16:33:19
325,Hitachi 1.5 Ton 3 Star Split AC (Copper RSNG318HEDO white),"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",https://m.media-amazon.com/images/I/61fkE7t7wwL._AC_UL320_.jpg,Hitachi,62,73.6 x 22.75 x 40.81,2016-03-19 06:37:48,2016-08-01 14:01:27
326,"Samsung Convertible 5-in-1 Inverter Split AC AR18AY5YBWK 5.00kW (1.5 Ton) 5 Star, White (AR18AY5YBWKNNA)","Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",https://m.media-amazon.com/images/I/6106URXl+9L._AC_UL320_.jpg,Samsung,474,188.6 x 89.0 x 5.07,2021-08-01 02:41:50,2021-12-14 10:05:29
327,"Daikin 1.8 Ton 3 Star KATAI Technology, Fixed Speed Split AC (Alloy, Wipe clean flat panel, 2022, FTQ60UV16U5, White)","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",https://m.media-amazon.com/images/I/41rj9QMlDlL._AC_UL320_.jpg,Daikin,603,177.3 x 32.53 x 2.34,2019-03-03 12:13:28,2019-07-16 19:37:07
328,DAIKIN FTHT50TV16 1.5 Ton 3 Star Inverter Split AC R32 Copper Hot & Cold,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,https://m.media-amazon.com/images/I/51rMZRwlibL._AC_UL320_.jpg,DAIKIN,510,12.1 x 48.74 x 99.52,2018-10-11 17:36:52,2019-02-24 01:00:31
329,Voltas 1.5 Ton 3 Star Inverter Split AC (Copper SAC_183V_CZTT White),"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",https://m.media-amazon.com/images/I/61E9IMytVgL._AC_UL320_.jpg,Voltas,126,142.2 x 97.21 x 78.25,2022-07-21 00:15:49,2022-12-03 07:39:28
330,"Whirlpool 1.5 Tons 3 Star Inverter Split AC (1.5T NITROCOOL 3S COPR, White)",Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,https://m.media-amazon.com/images/I/71YSBppZMRL._AC_UL320_.jpg,Whirlpool,685,30.7 x 67.78 x 19.81,2022-09-19 08:57:59,2023-02-01 16:21:38
331,"Voltas 1.5 Ton 3 Star Split Inverter AC - White (183V XAZX, Copper Condenser)","Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51G-zkH3f4L._AC_UL320_.jpg,Voltas,306,138.9 x 83.38 x 90.94,2021-10-01 02:16:10,2022-02-13 09:39:49
332,"Daikin 1.5 Ton 4 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, FTKN50U, White)","Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41jxCEdh9CL._AC_UL320_.jpg,Daikin,487,141.1 x 26.96 x 9.87,2016-07-31 07:03:35,2016-12-13 14:27:14
